Source,Target,Airline;Price
JFK,VCE,DAL;81,36
JFK,FCO,AAL;43,75
JFK,FCO,FIN;45,86
JFK,FCO,AZA;82,68
JFK,FCO,BAW;37,03
JFK,FCO,DAL;85,8
JFK,FCO,IBE;63,36
JFK,FCO,USA;54,25
JFK,TLV,DAL;38,39
JFK,TLV,ELY;87,82
JFK,VIE,AUA;90,64
JFK,VIE,UAL;11,49
JFK,GVA,SWR;25,33
JFK,GVA,UAL;58,48
JFK,ZRH,AAL;33,17
JFK,ZRH,SWR;50,27
JFK,ZRH,UAL;34,35
JFK,ZRH,USA;29,62
JFK,IST,THY;2,27
JFK,IST,USA;16,86
JFK,PLS,JBU;11,2
JFK,PLS,DAL;35,42
JFK,LRM,JBU;36,35
JFK,PUJ,JBU;39,14
JFK,PUJ,DAL;59,85
JFK,POP,JBU;86,01
JFK,SDQ,JBU;81,25
JFK,SDQ,DAL;53,42
JFK,STI,JBU;26,15
JFK,STI,DAL;72,28
JFK,GUA,DAL;97,69
JFK,SAP,AVA;82,71
JFK,KIN,JBU;20,68
JFK,KIN,BWA;67,39
JFK,KIN,OLA;83,09
JFK,MBJ,JBU;17,6
JFK,MBJ,BWA;51,25
JFK,MBJ,DAL;85,19
JFK,MEX,AMX;16,02
JFK,MEX,AZA;24,73
JFK,MEX,DAL;31,29
JFK,CUN,AAL;85,53
JFK,CUN,AMX;92,59
JFK,CUN,JBU;84,45
JFK,CUN,DAL;78,84
JFK,CUN,USA;78,03
JFK,PTY,CMP;56,11
JFK,PTY,UAL;90,72
JFK,LIR,JBU;30,11
JFK,LIR,DAL;95,63
JFK,SJO,AAL;7,3
JFK,SJO,DAL;52,63
JFK,SJO,USA;1,87
JFK,SAL,AVA;37,41
JFK,SAL,UAL;98,17
JFK,SAL,USA;82,93
JFK,PAP,AAL;13,83
JFK,PAP,AFR;58,81
JFK,PAP,JBU;42,76
JFK,PAP,DAL;17,59
JFK,GCM,JBU;43,84
JFK,GCM,CAY;35
JFK,NAS,JBU;7,96
JFK,NAS,DAL;92,92
JFK,JED,SVA;64,76
JFK,RUH,SVA;8,72
JFK,AMM,AAL;26,93
JFK,AMM,RJA;94,03
JFK,AMM,USA;82,07
JFK,KWI,KAC;38,54
JFK,AUH,AAL;8,04
JFK,AUH,ETD;23,45
JFK,DXB,JBU;79,24
JFK,DXB,UAE;8,04
JFK,LHE,PIA;73,27
JFK,DOH,AAL;15,39
JFK,DOH,QTR;41,8
JFK,TPE,EVA;31,82
JFK,NRT,AAL;98,24
JFK,NRT,DAL;72,2
JFK,NRT,JAL;5,42
JFK,NRT,ANA;81,83
JFK,NRT,UAL;28,9
JFK,GIG,AAL;72,49
JFK,GIG,TAM;92,09
JFK,GIG,USA;71,98
JFK,GRU,AAL;75
JFK,GRU,DAL;86,06
JFK,GRU,CIX;4,03
JFK,GRU,TAM;55,32
JFK,GRU,USA;30,7
JFK,SCL,AAL;52,66
JFK,SCL,LAN;11,81
JFK,GYE,AAL;16,37
JFK,GYE,LNE;70,63
JFK,BOG,AVA;24,4
JFK,BOG,DAL;23,94
JFK,BOG,UAL;28,31
JFK,BOG,USA;10,42
JFK,CTG,JBU;43,82
JFK,MDE,AVA;26,16
JFK,MDE,USA;79,86
JFK,LIM,AAL;25,38
JFK,LIM,TAM;72,02
JFK,LIM,LAN;26,67
JFK,CCS,AAL;40,45
JFK,ANU,AAL;66,34
JFK,ANU,USA;66,46
JFK,BGI,JBU;1,2
JFK,GND,BWA;44,32
JFK,GND,DAL;66,8
JFK,STT,AAL;66,19
JFK,STT,DAL;38,59
JFK,STT,USA;58,79
JFK,BQN,JBU;53,91
JFK,PSE,JBU;2,91
JFK,SJU,AAL;21,21
JFK,SJU,FIN;51,2
JFK,SJU,JBU;45,41
JFK,SJU,DAL;45,83
JFK,SJU,USA;41,8
JFK,UVF,JBU;58,17
JFK,AUA,JBU;43,61
JFK,AUA,DAL;12,97
JFK,SXM,AAL;50,68
JFK,SXM,JBU;93,06
JFK,SXM,DAL;76,6
JFK,SXM,USA;98,85
JFK,TAB,BWA;60,96
JFK,POS,JBU;50,68
JFK,POS,BWA;24,66
JFK,KBP,AUI;81,27
JFK,SVO,DAL;50,81
JFK,SVO,AFL;15,15
JFK,VKO,TSO;37,6
JFK,HKG,AAL;14,88
JFK,HKG,CPA;77,93
JFK,DEL,AIC;68,37
JFK,PEK,CCA;14,87
JFK,PEK,UAL;19,65
JFK,PEK,USA;92,94
JFK,PVG,DAL;11,79
JFK,PVG,CES;67,6
JFK,BOS,AAL;7,9
JFK,BOS,JBU;56,29
JFK,BOS,DAL;1,06
JFK,BOS,USA;74,13
JFK,OAK,JBU;39,14
JFK,PHX,AAL;21,15
JFK,PHX,JBU;85,94
JFK,PHX,DAL;97,82
JFK,PHX,USA;43,86
JFK,SFO,AAL;22,72
JFK,SFO,ASA;89,57
JFK,SFO,JBU;52,28
JFK,SFO,DAL;67,97
JFK,SFO,UAL;29,73
JFK,SFO,USA;2,87
JFK,SFO,VRD;22,98
JFK,LAX,AAL;94,48
JFK,LAX,ASA;16,99
JFK,LAX,JBU;64,72
JFK,LAX,DAL;93,23
JFK,LAX,QFA;4,71
JFK,LAX,UAL;93,51
JFK,LAX,USA;20,06
JFK,LAX,VRD;52,43
JFK,CLE,AAL;93,78
JFK,CLE,DAL;93,15
JFK,CLE,USA;36,82
JFK,CVG,AAL;68,87
JFK,CVG,DAL;75,56
JFK,CVG,USA;22,25
JFK,DCA,AAL;42,19
JFK,DCA,DAL;59,4
JFK,DCA,USA;82,42
JFK,FLL,JBU;58,86
JFK,FLL,DAL;32,75
JFK,SLC,JBU;55,33
JFK,SLC,DAL;88,03
JFK,HOU,JBU;76,06
JFK,PIT,AAL;41,92
JFK,PIT,DAL;85,52
JFK,PIT,USA;25,02
JFK,MIA,AAL;10,46
JFK,MIA,DAL;87,43
JFK,MIA,USA;56,4
JFK,SEA,AAL;52,25
JFK,SEA,ASA;29,78
JFK,SEA,JBU;82,43
JFK,SEA,DAL;66,96
JFK,SEA,USA;17,29
JFK,LGB,JBU;53,11
JFK,IND,AAL;19,83
JFK,IND,DAL;49,86
JFK,IND,USA;57,34
JFK,RIC,DAL;26,74
JFK,ORF,AAL;90,56
JFK,ORF,DAL;12,48
JFK,ORF,USA;31,27
JFK,SAV,JBU;19,17
JFK,SAV,DAL;31,28
JFK,SAT,DAL;46,39
JFK,ROC,JBU;50,03
JFK,ROC,DAL;25,65
JFK,RDU,AAL;58,87
JFK,RDU,JBU;4,49
JFK,RDU,DAL;41,17
JFK,RDU,USA;48,66
JFK,BUR,JBU;76,11
JFK,DTW,DAL;31,66
JFK,TPA,AAL;67,42
JFK,TPA,JBU;36,02
JFK,TPA,DAL;86,65
JFK,TPA,USA;22,62
JFK,DFW,AAL;40,74
JFK,DFW,DAL;34,22
JFK,DFW,USA;62,1
JFK,AUS,AAL;25,92
JFK,AUS,JBU;83,15
JFK,AUS,DAL;27,3
JFK,AUS,USA;18,93
JFK,STL,DAL;8,46
JFK,ATL,AFR;9,73
JFK,ATL,AMX;39,03
JFK,ATL,AZA;0,04
JFK,ATL,DAL;60,01
JFK,ATL,KLM;83,42
JFK,ATL,AFL;4,09
JFK,ATL,VIR;6,54
JFK,BNA,AAL;23,88
JFK,BNA,DAL;99,7
JFK,BNA,USA;73,68
JFK,BTV,JBU;14,7
JFK,JAX,JBU;59,57
JFK,JAX,DAL;65,59
JFK,IAD,JBU;24,54
JFK,IAD,DAL;83,52
JFK,IAD,UAL;68,54
JFK,PDX,JBU;51,98
JFK,PDX,DAL;65,36
JFK,PBI,JBU;59,59
JFK,HNL,HAL;6,73
JFK,SAN,AAL;78,79
JFK,SAN,ASA;89,87
JFK,SAN,JBU;27,03
JFK,SAN,DAL;7,99
JFK,SAN,QTR;62,94
JFK,SAN,USA;74,01
JFK,SYR,JBU;81,52
JFK,SYR,DAL;2,03
JFK,SJC,JBU;15,81
JFK,DEN,JBU;92,81
JFK,DEN,DAL;2,17
JFK,PHL,DAL;37,28
JFK,CMH,AAL;63,26
JFK,CMH,DAL;32,76
JFK,CMH,USA;64,65
JFK,RSW,JBU;15,24
JFK,CHS,JBU;7,11
JFK,CHS,DAL;21,03
JFK,SMF,JBU;50,95
JFK,BUF,JBU;82,97
JFK,BUF,DAL;34,49
JFK,ORD,AAL;20,32
JFK,ORD,JBU;84,18
JFK,ORD,DAL;75,83
JFK,ORD,QTR;76,56
JFK,ORD,USA;9,43
JFK,BWI,AAL;77,83
JFK,BWI,DAL;90,73
JFK,BWI,USA;51,54
JFK,MSP,DAL;84,13
JFK,MSP,SCX;3,65
JFK,MSY,FLG;59,39
JFK,MSY,AFR;87,77
JFK,MSY,AZA;54,01
JFK,MSY,JBU;99,13
JFK,MSY,DAL;31,08
JFK,MSY,ETD;58,29
JFK,MSY,JAL;74,99
JFK,MSY,KLM;40,16
JFK,MSY,DLH;42,66
JFK,MSY,QTR;35,5
JFK,MSY,VIR;76,98
JFK,PWM,JBU;89,5
JFK,CLT,AAL;18,91
JFK,CLT,JBU;40,7
JFK,CLT,DAL;3,13
JFK,CLT,USA;53,35
JFK,LAS,AAL;4,45
JFK,LAS,JBU;1,65
JFK,LAS,DAL;73,05
JFK,LAS,ETD;14,77
JFK,LAS,HAL;98,22
JFK,LAS,QTR;4,55
JFK,LAS,USA;26,29
JFK,LAS,VRD;60,29
JFK,MCO,AAL;42,71
JFK,MCO,JBU;92,94
JFK,MCO,DAL;49,68
JFK,MCO,USA;53,72
JFK,ICN,DAL;67,13
JFK,ICN,KAL;97,35
JFK,ICN,AAR;6,2
JFK,ICN,UAL;79,16
JFK,RIX,UZB;86,93
JFK,EZE,DSM;24,79
JFK,EZE,AAL;42,95
JFK,EZE,ARG;46,19
JFK,KIX,CAL;8,26
JFK,SDF,DAL;54,57
JFK,ABQ,JBU;81,48
JFK,SRQ,JBU;38,52
JFK,BDA,AAL;87,59
JFK,BDA,JBU;50,29
JFK,BDA,DAL;83,27
JFK,BDA,USA;37,83
JFK,GEO,BWA;36,57
JFK,AZS,JBU;89,64
CYS,DEN,FFT;91,85
CYS,DEN,UAL;34,03
CYS,DEN,GLA;11,78
CYS,WRL,FFT;68,79
CYS,WRL,UAL;35,88
CYS,WRL,GLA;16,15
SCK,LAS,AAY;23,62
CHS,BOS,JBU;22,81
CHS,BOS,DAL;11,41
CHS,CLE,UAL;26,58
CHS,EWR,UAL;54,67
CHS,DCA,AAL;34,55
CHS,DCA,USA;63,52
CHS,IAH,UAL;59,05
CHS,HOU,SWA;37,43
CHS,MIA,AAL;89,49
CHS,MIA,USA;45,33
CHS,DTW,DAL;77,06
CHS,TPA,TRS;94,36
CHS,DFW,AAL;31,69
CHS,DFW,USA;57,27
CHS,ATL,AFR;34,48
CHS,ATL,ASA;59,87
CHS,ATL,AZA;17,36
CHS,ATL,DAL;98,18
CHS,ATL,KLM;79,57
CHS,ATL,VIR;29,6
CHS,BNA,SWA;4,38
CHS,LGA,DAL;85,59
CHS,IAD,UAL;18,35
CHS,MDW,TRS;15,97
CHS,MDW,SWA;42,76
CHS,PHL,AAL;83,55
CHS,PHL,USA;14,52
CHS,JFK,JBU;28,32
CHS,JFK,DAL;18,69
CHS,ORD,UAL;4,07
CHS,BWI,TRS;63,2
CHS,BWI,SWA;24,67
CHS,CLT,AAL;1,22
CHS,CLT,USA;77,8
RNO,PHX,AAL;59
RNO,PHX,USA;70,96
RNO,PHX,SWA;88,9
RNO,SFO,UAL;47,19
RNO,LAX,AAL;43,44
RNO,LAX,ASA;75,08
RNO,LAX,UAL;15,33
RNO,LAX,USA;23,92
RNO,LAX,SWA;14,42
RNO,SLC,DAL;82,84
RNO,SEA,ASA;75,81
RNO,SEA,SWA;65,27
RNO,DFW,AAL;8,45
RNO,DFW,USA;16,68
RNO,PDX,ASA;17,24
RNO,PDX,SWA;80,07
RNO,SAN,SWA;69,59
RNO,MDW,TRS;40,54
RNO,MDW,SWA;20,77
RNO,SJC,ASA;14,48
RNO,DEN,TRS;35,01
RNO,DEN,UAL;99,25
RNO,DEN,SWA;45,36
RNO,ORD,AAL;63,16
RNO,ORD,USA;46,6
RNO,LAS,AAY;55,63
RNO,LAS,SWA;64,62
KTN,JNU,AAL;99,63
KTN,JNU,ASA;35,41
KTN,SEA,AAL;20,24
KTN,SEA,ASA;89,37
KTN,SEA,KLM;83,53
KTN,SIT,ASA;4,7
KTN,SIT,KLM;0,1
KTN,WRG,ASA;31,65
KTN,CGA,3FF;43,28
KTN,CGA,SMJ;83,47
KTN,HYL,3FF;40,09
KTN,HYL,SMJ;55,97
KTN,MTM,3FF;67,44
KTN,MTM,SMJ;72,68
KTN,KTB,3FF;13,91
BHM,FPO,BHS;64,83
BHM,DAL,TRS;3,68
BHM,DAL,SWA;16,87
BHM,DCA,AAL;68,39
BHM,DCA,USA;36,9
BHM,IAH,UAL;47,31
BHM,HOU,SWA;19,77
BHM,MIA,AAL;5,45
BHM,MIA,USA;65,88
BHM,DTW,DAL;22,31
BHM,TPA,TRS;11,9
BHM,TPA,SWA;13,68
BHM,DFW,AAL;97,72
BHM,DFW,USA;19,08
BHM,ATL,AFR;89,38
BHM,ATL,ASA;29,29
BHM,ATL,AZA;39,77
BHM,ATL,DAL;79,45
BHM,ATL,KLM;85,43
BHM,ATL,VIR;63,54
BHM,LGA,DAL;21,65
BHM,MDW,SWA;93,63
BHM,DEN,UAL;18,76
BHM,PHL,AAL;72,43
BHM,PHL,USA;60,49
BHM,ORD,UAL;26,08
BHM,BWI,TRS;15,35
BHM,BWI,SWA;42,91
BHM,MSP,DAL;36,67
BHM,CLT,AAL;64,35
BHM,CLT,USA;36,64
BHM,LAS,TRS;59,06
BHM,LAS,SWA;30,69
BHM,MCO,DAL;1,69
BHM,MCO,TRS;6,46
BHM,MCO,SWA;95,44
MOD,SFO,UAL;71,48
SMF,GDL,AMX;18,27
SMF,GDL,DAL;41,27
SMF,GDL,VOI;76,1
SMF,OGG,AAL;0,43
SMF,OGG,ASA;57,5
SMF,PHX,AAL;52,12
SMF,PHX,TRS;45,33
SMF,PHX,USA;12,35
SMF,PHX,SWA;20,78
SMF,SFO,UAL;97,42
SMF,LAX,AAL;42,25
SMF,LAX,ASA;36,33
SMF,LAX,DAL;23,83
SMF,LAX,TRS;44,61
SMF,LAX,UAL;85,86
SMF,LAX,USA;91,97
SMF,LAX,SWA;45,83
SMF,BOI,ASA;16,81
SMF,SLC,DAL;9,84
SMF,IAH,UAL;45,31
SMF,SEA,AAL;94,18
SMF,SEA,ASA;51,28
SMF,SEA,DAL;42,45
SMF,SEA,TRS;6,65
SMF,SEA,SWA;25,59
SMF,LGB,JBU;3,39
SMF,BUR,SWA;53,01
SMF,DFW,AAL;92,87
SMF,DFW,USA;29,55
SMF,ATL,AFR;48,64
SMF,ATL,DAL;23,41
SMF,ATL,KLM;4,88
SMF,ATL,VIR;5,49
SMF,IAD,UAL;33,34
SMF,PDX,ASA;12,13
SMF,PDX,SWA;89,71
SMF,HNL,HAL;96,94
SMF,SAN,TRS;50,62
SMF,SAN,SWA;84,04
SMF,ONT,SWA;35,56
SMF,MDW,SWA;89,57
SMF,DEN,TRS;15,08
SMF,DEN,UAL;87,32
SMF,DEN,SWA;2,45
SMF,JFK,JBU;40,89
SMF,ORD,UAL;88,42
SMF,PSP,ASA;12,1
SMF,MSP,DAL;92,57
SMF,SNA,TRS;55,63
SMF,SNA,SWA;55,07
SMF,CLT,AAL;81,68
SMF,CLT,USA;57,02
SMF,LAS,TRS;2,74
SMF,LAS,SWA;35,25
SMF,ACV,UAL;43,12
COS,SFO,UAL;62,75
COS,LAX,UAL;42,52
COS,SLC,DAL;54,3
COS,IAH,UAL;4,45
COS,SEA,ASA;96,53
COS,DFW,AAL;39,86
COS,DFW,USA;0,29
COS,ATL,DAL;61,83
COS,ATL,KLM;95,32
COS,IAD,UAL;95,72
COS,DEN,UAL;85,93
COS,ORD,UAL;34,11
COS,LAS,AAY;60,61
BUF,BOS,AAL;82,08
BUF,BOS,JBU;99,02
BUF,BOS,USA;59,68
BUF,PHX,SWA;56,57
BUF,CLE,UAL;98,79
BUF,EWR,UAL;40,77
BUF,DCA,AAL;93,48
BUF,DCA,USA;60,44
BUF,FLL,TRS;70,74
BUF,FLL,SWA;58,89
BUF,DTW,DAL;22,43
BUF,TPA,SWA;66,62
BUF,ATL,AFR;86,81
BUF,ATL,AZA;81,59
BUF,ATL,DAL;27,97
BUF,ATL,KLM;34,81
BUF,LGA,DAL;34,31
BUF,IAD,UAL;33,25
BUF,MDW,TRS;63,33
BUF,MDW,SWA;12,7
BUF,PHL,AAL;29,89
BUF,PHL,USA;44,99
BUF,JFK,JBU;28,21
BUF,JFK,DAL;79,97
BUF,ORD,AAL;50,42
BUF,ORD,UAL;63,17
BUF,ORD,USA;36,6
BUF,BWI,TRS;35,1
BUF,BWI,SWA;3,66
BUF,MSP,DAL;40,51
BUF,CLT,AAL;34,97
BUF,CLT,USA;60,75
BUF,LAS,SWA;32,35
BUF,MCO,JBU;57,88
BUF,MCO,TRS;76,13
BUF,MCO,SWA;77,54
CDC,SLC,DAL;23,46
BDL,YUL,ACA;79,56
BDL,YUL,UAL;50,09
BDL,YYZ,ACA;31,87
BDL,YYZ,UAL;19,15
BDL,SJU,JBU;41,36
BDL,LAX,AAL;90,37
BDL,LAX,ASA;12,78
BDL,LAX,USA;28,25
BDL,CVG,DAL;96,86
BDL,DCA,AAL;28,34
BDL,DCA,USA;12,92
BDL,FLL,JBU;77,48
BDL,FLL,SWA;83,41
BDL,PIT,AAL;91,4
BDL,PIT,USA;24,5
BDL,MIA,AAL;37,49
BDL,MIA,USA;75,8
BDL,RDU,DAL;19,92
BDL,DTW,DAL;99,95
BDL,TPA,JBU;17,47
BDL,TPA,SWA;14,7
BDL,DFW,AAL;38,05
BDL,DFW,USA;37,57
BDL,ATL,AFR;78,16
BDL,ATL,AMX;53,38
BDL,ATL,AZA;32,75
BDL,ATL,DAL;7,44
BDL,ATL,TRS;29,92
BDL,ATL,KLM;49,82
BDL,ATL,SWA;76,03
BDL,IAD,UAL;41,08
BDL,PBI,JBU;76,81
BDL,MDW,TRS;60,31
BDL,MDW,SWA;62,24
BDL,DEN,SWA;37,26
BDL,PHL,AAL;0,05
BDL,PHL,USA;93,42
BDL,RSW,SWA;49,95
BDL,ORD,AAL;78,84
BDL,ORD,UAL;73,33
BDL,ORD,USA;31,66
BDL,BWI,TRS;98,41
BDL,BWI,SWA;58,93
BDL,MSP,DAL;11,33
BDL,CLT,AAL;41,18
BDL,CLT,USA;38,87
BDL,LAS,SWA;48,49
BDL,MCO,JBU;2,57
BDL,MCO,DAL;76,44
BDL,MCO,TRS;24,26
BDL,MCO,SWA;9,31
MFE,MEX,TAO;44,18
MFE,SLP,TAO;97,89
MFE,IAH,UAL;72,18
MFE,DFW,AAL;54,39
MFE,DFW,USA;97,15
MFE,LAS,AAY;27,97
LBB,DAL,TRS;11,54
LBB,DAL,SWA;8,64
LBB,IAH,UAL;87,22
LBB,HRL,TRS;70,05
LBB,DFW,AAL;98,46
LBB,DFW,USA;0,01
LBB,AUS,SWA;87,71
LBB,DEN,UAL;29,94
LBB,LAS,TRS;39,35
LBB,LAS,SWA;66,14
ORD,YEG,ACA;98,37
ORD,YEG,UAL;98,93
ORD,YHZ,ACA;71,81
ORD,YHZ,UAL;42,44
ORD,YKF,AAL;64,34
ORD,YKF,USA;7,27
ORD,YOW,ACA;79,11
ORD,YOW,UAL;14,1
ORD,YQB,ACA;70,69
ORD,YQB,UAL;60,16
ORD,YQR,ACA;55,54
ORD,YQR,UAL;86,53
ORD,YUL,AAL;85,93
ORD,YUL,ACA;16,75
ORD,YUL,ETD;63,55
ORD,YUL,UAL;50,77
ORD,YUL,USA;92,22
ORD,YUL,WJA;91,3
ORD,YVR,AAL;27,88
ORD,YVR,ACA;81,92
ORD,YVR,DAL;96,85
ORD,YVR,UAL;45,37
ORD,YVR,WJA;48,64
ORD,YWG,ACA;71,58
ORD,YWG,UAL;53,44
ORD,YXE,UAL;52,8
ORD,YXU,ACA;78,49
ORD,YXU,UAL;4,11
ORD,YYC,AAL;38,81
ORD,YYC,ACA;33,25
ORD,YYC,DAL;15,64
ORD,YYC,UAL;49,43
ORD,YYC,WJA;61,7
ORD,YYZ,AAL;77,02
ORD,YYZ,ACA;90,92
ORD,YYZ,ETD;53,16
ORD,YYZ,UAL;23,46
ORD,YYZ,USA;16,95
ORD,YYZ,WJA;10,46
ORD,BRU,DAT;63,21
ORD,BRU,UAL;5,25
ORD,FRA,DLH;16,85
ORD,FRA,UAL;31,62
ORD,DUS,AAL;13,47
ORD,DUS,BER;29,67
ORD,DUS,FIN;66,09
ORD,DUS,BAW;23,23
ORD,DUS,IBE;99,06
ORD,DUS,DLH;92,32
ORD,DUS,UAL;72,61
ORD,DUS,USA;98,72
ORD,MUC,DLH;52,8
ORD,MUC,UAL;1,03
ORD,TXL,AAL;65,01
ORD,TXL,BER;18,59
ORD,MAN,AAL;25,7
ORD,MAN,FIN;87,72
ORD,MAN,BAW;53,88
ORD,MAN,IBE;16
ORD,MAN,USA;83,4
ORD,LHR,AAL;37,51
ORD,LHR,FIN;63,51
ORD,LHR,BAW;85,39
ORD,LHR,DAL;77,85
ORD,LHR,IBE;49,84
ORD,LHR,DLH;64,17
ORD,LHR,UAL;89,52
ORD,LHR,USA;55,77
ORD,LHR,VIR;56,4
ORD,AMS,DAL;11,82
ORD,AMS,KLM;95,56
ORD,AMS,DLH;92,44
ORD,AMS,UAL;65,42
ORD,DUB,AAL;44,61
ORD,DUB,FIN;41,64
ORD,DUB,BAW;18,04
ORD,DUB,EIN;13,08
ORD,DUB,IBE;67,14
ORD,DUB,UAL;98,73
ORD,DUB,USA;22,12
ORD,CPH,SAS;49,92
ORD,WAW,LOT;59,05
ORD,ARN,SAS;5,06
ORD,MAD,AAL;51,97
ORD,MAD,FIN;18,49
ORD,MAD,BAW;37,5
ORD,MAD,IBE;49,3
ORD,CDG,AAL;59,38
ORD,CDG,AFR;84,53
ORD,CDG,FIN;53,63
ORD,CDG,BAW;32,27
ORD,CDG,DAL;87,12
ORD,CDG,IBE;7,7
ORD,CDG,DLH;46,5
ORD,CDG,MAS;53,83
ORD,CDG,UAL;56,68
ORD,CDG,USA;77,24
ORD,FCO,AAL;31,85
ORD,FCO,FIN;90,16
ORD,FCO,AZA;78,49
ORD,FCO,BAW;94,9
ORD,FCO,DAL;12,59
ORD,FCO,IBE;18,17
ORD,FCO,USA;90,9
ORD,VIE,AUA;2,45
ORD,VIE,UAL;8,51
ORD,ZRH,SWR;49,93
ORD,ZRH,UAL;49,67
ORD,IST,THY;89,1
ORD,IST,USA;75,19
ORD,PUJ,FFT;27,29
ORD,PUJ,UAL;77,07
ORD,MBJ,AAL;45,48
ORD,MBJ,FFT;88,61
ORD,MBJ,USA;0,6
ORD,GDL,AMX;37,1
ORD,GDL,DAL;70,82
ORD,MEX,AAL;10,47
ORD,MEX,AMX;96,37
ORD,MEX,DAL;4,71
ORD,MEX,UAL;96,13
ORD,MEX,USA;9,67
ORD,MEX,VOI;66,06
ORD,MTY,UAL;32,6
ORD,PVR,AAL;93,69
ORD,PVR,FFT;97,15
ORD,PVR,UAL;39,4
ORD,PVR,USA;4,05
ORD,SJD,AAL;89,78
ORD,SJD,FFT;97,28
ORD,SJD,UAL;18,31
ORD,SJD,USA;33,83
ORD,CUN,AAL;38,03
ORD,CUN,UAL;76,24
ORD,CUN,USA;19,52
ORD,PTY,CMP;90,81
ORD,PTY,UAL;29,78
ORD,SJO,UAL;37,29
ORD,SAL,AVA;8,3
ORD,GCM,CAY;1,51
ORD,NAS,UAL;78,59
ORD,AMM,AAL;92,81
ORD,AMM,RJA;58,49
ORD,AMM,USA;22,84
ORD,AUH,AAL;34,88
ORD,AUH,ETD;80,11
ORD,DOH,AAL;80,92
ORD,DOH,QTR;62,37
ORD,NRT,AAL;81,11
ORD,NRT,JAL;19,66
ORD,NRT,MAS;54,57
ORD,NRT,ANA;9,36
ORD,NRT,UAL;44,77
ORD,NRT,USA;77,24
ORD,GRU,UAL;6,11
ORD,STT,UAL;49,55
ORD,SJU,AAL;50,78
ORD,SJU,JBU;46,91
ORD,SJU,UAL;24,87
ORD,SJU,USA;33,75
ORD,SXM,UAL;41,46
ORD,HKG,AAL;35,78
ORD,HKG,CPA;51,49
ORD,HKG,UAL;45,12
ORD,DEL,AIC;90,73
ORD,PEK,AAL;81,07
ORD,PEK,CCA;52,59
ORD,PEK,CHH;35,61
ORD,PEK,UAL;70,73
ORD,PEK,USA;61,77
ORD,PVG,AAL;5,71
ORD,PVG,CCA;6,53
ORD,PVG,CHH;83,8
ORD,PVG,UAL;15,44
ORD,PVG,USA;34,15
ORD,BOS,AAL;80,66
ORD,BOS,JBU;64,35
ORD,BOS,NKS;87,63
ORD,BOS,UAL;15,6
ORD,BOS,USA;19,7
ORD,OAK,NKS;88,15
ORD,OMA,AAL;70,5
ORD,OMA,UAL;39,28
ORD,OMA,USA;33,67
ORD,OGG,UAL;88,48
ORD,ICT,AAL;34,36
ORD,ICT,UAL;80,04
ORD,ICT,USA;11,9
ORD,MCI,AAL;39,09
ORD,MCI,UAL;45,18
ORD,MCI,USA;36,04
ORD,MSN,AAL;59,15
ORD,MSN,UAL;28,27
ORD,MSN,USA;8,95
ORD,PHX,AAL;30,77
ORD,PHX,UAL;5,74
ORD,PHX,USA;53,39
ORD,SFO,AAL;54,11
ORD,SFO,ASA;28,1
ORD,SFO,UAL;34,2
ORD,SFO,USA;84,03
ORD,SFO,VRD;58,46
ORD,MEM,AAL;6,08
ORD,MEM,DAL;61,99
ORD,MEM,UAL;8,36
ORD,MEM,USA;25,57
ORD,LAX,AAL;29,7
ORD,LAX,ASA;66,84
ORD,LAX,NKS;35,18
ORD,LAX,UAL;13,56
ORD,LAX,USA;95,64
ORD,LAX,VRD;30,89
ORD,CLE,AAL;92,44
ORD,CLE,UAL;4,4
ORD,CLE,USA;22,79
ORD,CVG,AAL;3,23
ORD,CVG,DAL;39,22
ORD,CVG,UAL;77,82
ORD,CVG,USA;61,6
ORD,EWR,AAL;46,49
ORD,EWR,UAL;12,9
ORD,EWR,USA;66,77
ORD,BOI,UAL;97,75
ORD,MYR,NKS;20,49
ORD,MYR,UAL;80,25
ORD,DCA,AAL;26,01
ORD,DCA,UAL;63,44
ORD,DCA,USA;34,75
ORD,ACY,NKS;25,17
ORD,ACY,UAL;80,75
ORD,FLL,AAL;1,42
ORD,FLL,NKS;31,71
ORD,FLL,UAL;73,57
ORD,FLL,USA;21,95
ORD,SLC,AAL;64,95
ORD,SLC,DAL;50,67
ORD,SLC,UAL;41,38
ORD,SLC,USA;92,28
ORD,MDT,AAL;51,03
ORD,MDT,UAL;67,71
ORD,MDT,USA;39,42
ORD,LNK,UAL;91,43
ORD,LAN,UAL;20,3
ORD,IAH,AAL;38,75
ORD,IAH,NKS;50,15
ORD,IAH,UAL;13,61
ORD,IAH,USA;24,06
ORD,ELP,AAL;98,45
ORD,ELP,USA;95,41
ORD,CAE,UAL;32,49
ORD,PNS,UAL;5,59
ORD,PIT,AAL;93,54
ORD,PIT,UAL;22,11
ORD,PIT,USA;58,76
ORD,MIA,AAL;8,75
ORD,MIA,UAL;73,91
ORD,MIA,USA;52,45
ORD,SEA,AAL;58,31
ORD,SEA,ASA;26,82
ORD,SEA,UAL;6,97
ORD,SEA,USA;60,5
ORD,CHA,AAL;4,87
ORD,CHA,USA;64,64
ORD,JAN,UAL;64,71
ORD,IND,AAL;57,85
ORD,IND,UAL;34,49
ORD,IND,USA;60,04
ORD,HPN,AAL;85,27
ORD,HPN,UAL;98,08
ORD,HPN,USA;72,15
